Date,Open,High,Low,Close,Volume
2024-11-22,1834.6370364263394,1847.0772781268263,1806.3729044722209,1829.163330078125,155528
2024-11-25,1855.088889511193,1871.012399292405,1832.9950682844567,1839.4141845703125,196849
2024-11-26,1826.227553842993,1848.1721896650668,1771.9880978841686,1805.8753662109375,213194
2024-11-27,1815.976719255015,1846.8783290059189,1810.9509343744703,1840.6083984375,191448
2024-11-28,1859.0697326766444,1859.0697326766444,1812.3442331186793,1824.286865234375,75008
2024-11-29,1826.7251304049678,1855.0888820892726,1811.2992303661351,1844.240966796875,333233
2024-12-02,1841.155810778192,1862.8516413593547,1805.3279139198057,1833.5423583984375,189554
2024-12-03,1837.1749797776167,1878.9741938353957,1834.1893216306325,1865.1904296875,283319
2024-12-04,1868.0267762122423,1923.0126469558365,1851.207544393324,1906.84033203125,415532
2024-12-05,1919.5790907120106,1968.5438331128435,1900.868918728782,1956.5513916015625,493392
2024-12-06,1970.3352599911195,2093.4438413841713,1969.5390359397552,2072.096435546875,1618159
2024-12-09,2072.5442007185243,2128.1768626264575,2005.3668976940344,2096.23046875,530463
2024-12-10,2084.9846456790287,2129.3715281654568,2064.184657381697,2072.843017578125,252454
2024-12-11,2072.842979217146,2157.784807760225,2050.1519286932235,2120.7626953125,377646
2024-12-12,2120.762659695642,2135.740759750846,2032.5862481523911,2042.637939453125,186535
2024-12-13,2040.2494690719068,2092.398865618283,2007.6062259250536,2078.714599609375,205504
2024-12-16,2079.1127304781835,2154.649777928414,2074.6342436418427,2146.339599609375,335812
2024-12-17,2146.339819821628,2151.664340796064,2040.1997680998757,2051.49560546875,258555
2024-12-18,2054.1327215566316,2076.7739615834794,2020.5440687695502,2028.8541259765625,178481
2024-12-19,2000.390945117095,2045.2256265861815,1977.1027874288316,2034.12890625,174978
2024-12-20,2037.2638190364567,2044.7777737237411,1957.2481589981564,1968.0462646484375,166495
2024-12-23,1983.0740910032873,2008.3526872812815,1954.6108413381749,1996.2110595703125,100136
2024-12-24,1996.609039513211,2005.5660137894404,1956.8998840779857,1973.718994140625,101048
