Date,Open,High,Low,Close,Volume
2024-11-22,1362.4679616759627,1404.9646446296495,1335.752903603885,1373.8961181640625,112270
2024-11-25,1404.9152758392102,1458.7411959682565,1390.2714175926556,1409.81298828125,259590
2024-11-26,1423.813632920322,1434.6975453331947,1381.3663503537086,1400.8585205078125,148725
2024-11-27,1402.0457589819891,1423.2199392726366,1390.172400402043,1398.0384521484375,57007
2024-11-28,1398.0385363061346,1403.381572145155,1374.3908590031956,1385.571533203125,136906
2024-11-29,1393.8828423284228,1439.6447457589034,1386.9071957629562,1419.064208984375,211858
2024-12-02,1439.6447899400646,1496.0432456284382,1410.9508388003658,1418.96533203125,616203
2024-12-03,1407.042496717217,1419.8062604230836,1352.573416524603,1370.729736328125,439624
2024-12-04,1380.3275357974258,1393.2892621775889,1328.826791650351,1334.66455078125,340008
2024-12-05,1334.7634757827443,1365.4363206672995,1320.169138297351,1336.0498046875,155189
2024-12-06,1336.247563127993,1362.4678966510526,1314.1334569357095,1325.2152099609375,242301
2024-12-09,1332.8834728892293,1375.3307556183208,1316.3597632028957,1361.9237060546875,390367
2024-12-10,1375.3306932774562,1416.689607042792,1355.5417624389318,1362.7647705078125,317974
2024-12-11,1370.4330096952726,1370.4330096952726,1322.444851414309,1336.8907470703125,139585
2024-12-12,1330.9541084444859,1343.9653552960522,1303.1506833435687,1312.1051025390625,109946
2024-12-13,1313.8861701481092,1349.605168410781,1302.6064547014612,1342.481201171875,89579
2024-12-16,1342.481117946035,1349.5061642454004,1318.9322419082225,1328.579345703125,54419
2024-12-17,1327.8373283865853,1341.9864629854937,1317.942862452259,1333.7244873046875,71619
2024-12-18,1336.346566926885,1341.5906822712059,1310.7693962221213,1323.6322021484375,47269
2024-12-19,1311.0167309224469,1330.5583010626117,1297.4118403185348,1310.7198486328125,64097
2024-12-20,1323.829949954394,1330.6077553794125,1279.1070146567063,1285.340576171875,87474
2024-12-23,1306.9105211594733,1319.3775241984138,1257.9824349635549,1263.6717529296875,149439
2024-12-24,1270.2515565966096,1282.7679590983942,1237.8471813852884,1248.1373291015625,75106
2024-12-26,1256.5971442282041,1257.3887497972316,1220.9770676989006,1226.5179443359375,58945
2024-12-27,1226.5179899894329,1245.0701138723261,1221.5707569539945,1237.154541015625,43195
2024-12-30,1218.602420758327,1275.3966803305439,1207.6691081867136,1232.4052734375,70824
2024-12-31,1231.8609813538583,1284.7963729220764,1229.8820882111213,1276.039794921875,205502
2025-01-01,1267.035850793161,1274.4567000521533,1248.236366003714,1257.6361083984375,20972
2025-01-02,1257.6361853952503,1274.0609752709918,1235.8188389252596,1250.06689453125,68030
2025-01-03,1246.7522231875673,1288.8531030939707,1233.394694231725,1244.1795654296875,136347
2025-01-06,1241.7554900222715,1247.395287361343,1203.3649134123461,1210.9342041015625,77422
2025-01-07,1207.124784382088,1262.9789935105543,1207.124784382088,1254.073974609375,298562
2025-01-08,1264.2158780746802,1268.8168289413534,1217.0193233596526,1221.818115234375,45855
2025-01-09,1221.8180476684227,1245.7132059986752,1176.0561447475022,1190.30419921875,189260
2025-01-10,1190.3042084949032,1205.2943479952016,1162.5997048890367,1168.239501953125,198924
2025-01-13,1165.419647320055,1177.39192695858,1124.45653414626,1171.2078857421875,815613
2025-01-14,1177.342466508754,1191.738841250405,1144.9380922024766,1164.2322998046875,614702
2025-01-15,1170.3174669460245,1208.0647574702436,1161.165086051235,1193.4210205078125,529637
2025-01-16,1195.74624854098,1199.1597910907683,1167.5470196759259,1182.141357421875,115444
2025-01-17,1182.3886514674707,1192.9756814564926,1173.533152976414,1181.5970458984375,72275
2025-01-20,1182.8833659869845,1191.194741272036,1163.4902375098984,1177.29296875,145028
2025-01-21,1182.3887006769644,1182.3887006769644,1135.884709939042,1150.380126953125,57855
2025-01-22,1152.75478689529,1156.4652115720714,1127.9195810997235,1133.1636962890625,44975
2025-01-23,1132.9163804091784,1172.4447245831207,1129.700678892733,1165.419677734375,39014
2025-01-24,1167.5470107053488,1171.7026381933413,1113.1274466470488,1120.647216796875,54016
2025-01-27,1120.6471840939832,1120.8451458812895,1071.075934072975,1080.12939453125,111343
2025-01-28,1111.1485024187361,1111.1485024187361,1043.915656039346,1057.5699462890625,221908
2025-01-29,1063.1603314664383,1120.5977527356354,1051.7816959970442,1098.335205078125,368711
2025-01-30,1114.809423345344,1131.0363715589074,1007.2566274500866,1017.4973754882812,309545
2025-01-31,1012.0059347252567,1022.8403866915121,915.5843548762289,923.9451904296875,767303
2025-02-01,939.8753248457805,970.6470891423013,899.4069358107562,963.1273193359375,2959608
2025-02-03,960.8515328582504,960.8515328582504,910.2908376619172,923.2525634765625,257868
2025-02-04,926.3693569386454,959.8620993855707,919.1464090108137,948.3350830078125,915439
2025-02-05,951.501322705293,957.8832047992106,939.9742459537651,943.734130859375,125600
2025-02-06,947.2961954524042,964.2651683443034,930.0798005204026,946.0593872070312,106865
2025-02-07,944.9215026063388,951.0560836019886,921.3232253625811,925.8251953125,111743
2025-02-10,925.1820071686525,939.3310811021365,907.5204099748075,918.2064208984375,90681
