Date,Open,High,Low,Close,Volume
2024-11-22,1369.1764916992001,1387.6218177284618,1353.9629394392302,1366.4420166015625,35615
2024-11-25,1397.0681767354483,1480.5939609673187,1372.2093123807251,1465.4300537109375,745527
2024-11-26,1488.2504343375947,1488.2504343375947,1456.630031883407,1467.9656982421875,236685
2024-11-27,1479.0030268770404,1485.5657428301756,1456.7294600041548,1461.303466796875,37243
2024-11-28,1469.6561032790096,1474.5284651100942,1392.4444440774594,1410.09423828125,76098
2024-11-29,1406.5145560888136,1455.7351078925578,1401.592549460909,1432.019775390625,304661
2024-12-02,1442.7588078005708,1481.5884048148,1433.8593823778133,1453.4481201171875,209659
2024-12-03,1468.661714294723,1476.6165509327443,1445.2943816705347,1462.8944091796875,157700
2024-12-04,1481.5884016198604,1534.786374429701,1434.5553789756973,1462.9940185546875,437507
2024-12-05,1463.6900107758622,1473.8821457014415,1426.8988895810885,1441.814208984375,115719
2024-12-06,1442.8582961571988,1461.4526786927045,1432.0198067013407,1450.3656005859375,34402
2024-12-09,1456.0335189989896,1500.3817107863435,1450.7633909591407,1488.5986328125,123427
2024-12-10,1494.9127416254566,1515.9930107581017,1464.3363374359606,1497.647216796875,165865
2024-12-11,1503.4642136842212,1584.901882868353,1474.0809855587534,1514.103759765625,625378
2024-12-12,1520.3682159862647,1522.9038688230823,1491.5319319682126,1504.359130859375,49467
2024-12-13,1507.441537155223,1507.441537155223,1436.8921285433369,1456.6796875,123796
2024-12-16,1456.72946866208,1474.8764398587239,1402.0897327073958,1413.7236328125,168437
2024-12-17,1413.7236362188053,1428.1417777522483,1399.902083162235,1404.1778564453125,63697
2024-12-18,1401.592590046096,1414.718022354691,1372.9053624228382,1381.4569091796875,96702
2024-12-19,1376.0376015844233,1406.3157722614928,1368.4805308311823,1386.229736328125,88624
2024-12-20,1386.2297109559815,1398.559732159897,1357.2940166358048,1372.5076904296875,169927
2024-12-23,1372.507729379136,1382.302098101627,1310.211388212521,1329.1041259765625,70776
2024-12-24,1319.6079886200641,1341.2352015508866,1313.3932722606326,1334.6724853515625,41162
2024-12-26,1330.4962177765153,1351.2284868587653,1327.4633877015804,1345.461181640625,29582
2024-12-27,1345.4611913206786,1352.0239074353526,1333.9267021825883,1339.74365234375,28063
2024-12-30,1339.743699230967,1390.0580197125623,1334.42392618597,1376.7337646484375,103324
2024-12-31,1368.231888282156,1379.9155544793327,1346.903031308715,1365.94482421875,39727
2025-01-01,1372.2093212824855,1393.041001194413,1317.519819347314,1323.7843017578125,96108
2025-01-02,1339.8928630489954,1357.2443027786792,1271.8293372224666,1313.8408203125,156498
2025-01-03,1313.54238879567,1322.0938138333206,1285.7004607969727,1290.02587890625,159901
2025-01-06,1306.3831080109057,1306.3831080109057,1257.9083217811913,1267.4541015625,69773
2025-01-07,1276.7015548787826,1305.7864272650625,1263.5761225594968,1293.7547607421875,61438
2025-01-08,1294.550263472002,1310.2609931467862,1274.563760512785,1291.16943359375,58802
2025-01-09,1285.700482679275,1311.5537019752232,1280.7784760196319,1293.555908203125,109951
2025-01-10,1287.7390395058628,1293.5559899387706,1262.8304069424385,1280.1322021484375,77040
2025-01-13,1260.9410701101428,1278.193098501365,1220.7194742592324,1241.4019775390625,103826
2025-01-14,1232.9996748038916,1278.6902190395178,1217.4380014061398,1270.934326171875,121599
2025-01-15,1259.35011614657,1299.0745343450308,1259.35011614657,1292.9593505859375,243134
2025-01-16,1292.6609572528118,1318.911942507104,1279.734347680284,1292.9095458984375,67721
2025-01-17,1293.1581227068943,1301.0631930129562,1273.2212649577518,1282.8665771484375,43094
2025-01-20,1269.7907934708621,1290.572828384169,1259.2008929609042,1272.5252685546875,48191
2025-01-21,1279.2371589516779,1279.7343362384838,1248.4619334508598,1259.1512451171875,15656
2025-01-22,1251.0473177053202,1259.8970982995784,1218.7307918249044,1230.61328125,114212
2025-01-23,1215.101279877777,1249.7545122330812,1215.101279877777,1239.5623779296875,64777
2025-01-24,1242.6448673549287,1245.9262860142196,1190.839018126502,1195.810791015625,51139
2025-01-27,1195.8108876094484,1196.2086537489433,1125.2614731665042,1146.59033203125,92970
2025-01-28,1152.6557705690743,1172.0954509916492,1134.1111549181323,1149.32470703125,83613
2025-01-29,1138.8840746143203,1174.5316645566427,1137.690897586256,1168.8638916015625,51104
2025-01-30,1176.3215293505243,1208.8866435400676,1169.2616357413938,1186.662841796875,59418
2025-01-31,1192.9271381218125,1247.218995160415,1192.9271381218125,1221.1171875,161360
2025-02-01,1221.1172515193077,1240.9545778287616,1188.1046049855395,1232.5025634765625,43436
2025-02-03,1223.0561981536932,1248.1636526279865,1187.3091976625676,1242.6947021484375,162992
2025-02-04,1238.3692214352934,1253.2845401741613,1168.9135781175344,1224.9454345703125,286895
2025-02-05,1223.0561298669415,1420.9326907153327,1223.0561298669415,1382.3516845703125,2394485
2025-02-06,1155.440020421324,1489.940924964111,1155.440020421324,1445.54296875,1118917
2025-02-07,1421.9270617307307,1491.4324717517056,1367.2375593564718,1470.551025390625,614173
2025-02-10,1455.8843685893573,1458.4696663738484,1359.3822023470384,1398.0626220703125,425474
