Date,Open,High,Low,Close,Volume
2024-11-22,1887.8956721423237,1910.6175980760095,1879.9429498277495,1904.0479736328125,663522
2024-11-25,1921.48451628179,1928.3998847208507,1898.910801996034,1908.9381103515625,578112
2024-11-26,1916.1004975488345,1951.1218516611207,1899.1083766612376,1928.202392578125,975300
2024-11-27,1916.6437643713327,1933.1912533962343,1893.0821399383497,1916.940185546875,285351
2024-11-28,1927.5107994916568,1927.5107994916568,1872.0890834616318,1888.8341064453125,442414
2024-11-29,1894.6628140888697,1900.9854610221266,1879.9923774588058,1893.87255859375,648060
2024-12-02,1893.872472964507,1920.2496155877898,1887.006427705797,1912.1488037109375,416898
2024-12-03,1912.4451814699173,1922.6207007501707,1904.047948085355,1909.43212890625,276132
2024-12-04,1918.7677848632065,1930.1781911471571,1901.4793635811336,1924.250732421875,349574
2024-12-05,1936.204393152957,1946.182257766779,1899.3553102884234,1914.1246337890625,350822
2024-12-06,1909.580225333442,1941.6379711309137,1906.7647064844984,1927.9554443359375,437620
2024-12-09,1916.4955882804447,1975.9678312180104,1912.5933927674891,1967.224853515625,1030309
2024-12-10,1975.819601661441,2029.8087758012734,1970.978819518479,2008.6676025390625,1017512
2024-12-11,2005.3086960177843,2043.9853890498227,2003.8268313084684,2039.539794921875,519979
2024-12-12,2037.0698847988197,2107.112588920852,2032.1303360965917,2101.6298828125,1360458
2024-12-13,2099.258878972536,2099.258878972536,2030.20408050375,2067.547119140625,327431
2024-12-16,2069.9179780162835,2098.8143392414245,2068.6336470573838,2093.578369140625,246083
2024-12-17,2103.1118037434126,2103.1118037434126,2062.2121946803536,2079.451171875,392484
2024-12-18,2079.056180745574,2101.284151316624,2069.3251727089028,2089.1328125,475986
2024-12-19,2058.063075361684,2122.9192567680307,2047.838112533067,2111.01513671875,545143
2024-12-20,2127.9577628994684,2127.9577628994684,2045.7142699740361,2050.554931640625,414899
2024-12-23,2050.999655639712,2073.5238063853844,2033.6123464859068,2042.552978515625,408710
2024-12-24,2035.0942298832922,2042.6024409933816,2002.6907395386286,2010.396484375,335157
2024-12-26,2010.3964453125,2064.731484375,1995.6272420232947,2037.56396484375,222471
2024-12-27,2049.9128635891457,2049.9128635891457,2017.4600503254333,2044.5782470703125,285101
2024-12-30,2025.2151725237181,2105.2358695844114,2025.2151725237181,2076.092529296875,489358
2024-12-31,2081.5260112667106,2135.614074445093,2071.5480255107454,2110.323486328125,918815
2025-01-01,2105.2356688557998,2193.4066136917363,2105.2356688557998,2188.26953125,1001913
2025-01-02,2175.2292839921033,2240.5794206178925,2173.4015543912537,2229.613525390625,727623
2025-01-03,2222.7970216644317,2247.4947663495923,2201.2110963340365,2210.201171875,1661048
2025-01-06,2199.1861042291366,2229.218465700522,2137.93569657417,2159.373291015625,454156
2025-01-07,2173.4016394439054,2194.888678379317,2158.336014443215,2182.44091796875,315147
2025-01-08,2183.2806979787033,2189.5540217991424,2134.033297071353,2152.85302734375,284401
2025-01-09,2153.989296812433,2221.2658116000493,2103.260030507571,2109.286376953125,238684
2025-01-10,2112.052283528384,2124.3519535977416,2073.672132174027,2110.71875,434479
2025-01-13,2110.7186665427503,2110.7186665427503,2062.0641103884273,2071.15283203125,473794
2025-01-14,2084.440272098703,2121.3388002738698,2079.5007230090646,2098.17236328125,312670
2025-01-15,2104.1983106977127,2169.1039326315613,2090.3675742836667,2153.19873046875,325597
2025-01-16,2157.54550592224,2189.2080624641626,2147.7158518939937,2153.643310546875,348613
2025-01-17,2163.5225449591935,2168.462094148598,2117.090782578791,2123.611083984375,164362
2025-01-20,2124.1541275208992,2148.5062484319596,2105.4827290619096,2116.30029296875,227843
2025-01-21,2124.0061761075863,2156.6072011362144,2104.2479791205387,2138.874267578125,212025
2025-01-22,2138.8741434331305,2177.8471364902166,2115.312398418081,2170.88232421875,649820
2025-01-23,2178.341001075504,2197.111286345543,2150.580640595307,2168.560791015625,640641
2025-01-24,2164.5103557012467,2176.2171832197423,2136.157392889908,2147.123046875,209999
2025-01-27,2145.7401850674964,2159.5709229086315,2099.012001123591,2113.13916015625,390826
2025-01-28,2105.3346419926656,2145.0485671628826,2072.6347315916087,2110.076416015625,312942
2025-01-29,2109.977832700916,2196.568031575191,2099.407245910254,2183.87353515625,518813
2025-01-30,2205.7061838037125,2205.7061838037125,2161.052708644588,2182.934814453125,377592
2025-01-31,2188.220224825971,2241.814331912566,2179.87243518575,2231.49072265625,509537
2025-02-01,2232.6761748523236,2247.494822030547,2129.4890432390785,2156.063720703125,200225
2025-02-03,2136.8488710553806,2155.471067031359,2106.6681787996868,2146.1845703125,323920
2025-02-04,2146.1844894990104,2219.9320970962176,2143.7147151224576,2211.929931640625,513536
2025-02-05,2234.059137408824,2281.0342968923856,2212.078144239138,2238.751708984375,546000
2025-02-06,2239.591550325692,2252.384934190563,2202.2485110855655,2206.595458984375,331713
2025-02-07,2206.5955213964157,2237.0723953340307,2198.9884226555673,2217.4130859375,560151
2025-02-10,2222.797007532506,2237.269789350431,2166.140285109391,2175.229248046875,320583
2025-02-11,2222.599479781283,2226.3041414704503,2131.90931339269,2161.744140625,642555
2025-02-12,2169.4499016547898,2187.528699073029,2105.235765221474,2156.458984375,345842
2025-02-13,2221.611568708865,2306.5718100644826,2200.0750871972164,2289.77734375,4108598
2025-02-14,2298.8660878490527,2302.7188395654125,2183.379529546125,2227.6376953125,1321117
2025-02-17,2227.9836249025407,2238.7025429412142,2175.970269276959,2216.770751953125,594759
2025-02-18,2210.25062313484,2225.019826269118,2182.4902615385454,2217.363525390625,553596
2025-02-19,2220.0801733806056,2244.2345183964267,2191.9741893866903,2236.8251953125,514370
2025-02-20,2236.6278409870947,2277.0827000321824,2221.2657949898808,2248.729736328125,813091
2025-02-21,2253.175383262467,2261.9676844240926,2154.7302634968437,2185.35546875,586551
2025-02-24,2173.54969710566,2184.8614575119727,2121.091830301996,2162.090087890625,557806
2025-02-25,2183.577011404613,2203.7797179497848,2133.1441694421483,2156.85400390625,672944
2025-02-27,2190.837965112013,2227.7364908258655,2168.461905704113,2181.94677734375,1302048
2025-02-28,2178.4400900011738,2178.4400900011738,2094.6158433960636,2107.01416015625,844753
2025-03-03,2106.569536748246,2134.57663457563,2088.8858067975393,2120.350830078125,292700
2025-03-04,2117.337630174295,2132.6502317222717,2093.2819306217475,2125.73486328125,618729
2025-03-05,2125.7348294368903,2138.7751900517023,2081.624755058796,2100.197265625,521020
2025-03-06,2118.868937555844,2159.718862113899,2106.4706216190025,2150.531494140625,810783
2025-03-07,2139.0715833221966,2159.0767557328995,2124.2529370920465,2153.099853515625,472598
2025-03-10,2143.2207666605855,2202.5447956006856,2141.887233206599,2158.187744140625,602812
2025-03-11,2148.1108717030124,2170.2401948964875,2128.797428971699,2158.187744140625,369344
2025-03-12,2178.341085452092,2190.1960029239403,2155.9155814722953,2182.292724609375,400262
2025-03-13,2178.291533348992,2178.291533348992,2129.4888886601784,2169.795654296875,448206
2025-03-17,2205.0146839363847,2280.0958290883405,2205.0146839363847,2262.510986328125,1684308
2025-03-18,2262.510986328125,2262.510986328125,2262.510986328125,2262.510986328125,0
