Symbol,Open,High,Low,Close,Volume,High_52W,Low_52W,SMA_10,SMA_20,SMA_50,SMA_200
DCMSHRIRAM,1056.9481281793037,1056.9481281793037,1022.1326533439536,1050.7310791015625,33372,1289.1199386331916,996.9163866188752,1060.8077392578125,1103.7615112304688,1088.0509057617187,1097.7105993051998
FIVESTAR,722.4461095146129,725.4357478235297,691.852131988495,696.1372680664062,458355,817.1678147615331,624.1866246860128,725.90908203125,719.5311920166016,716.6442016601562,702.8525240538551
CREDITACC,1033.0,1042.199951171875,955.0,966.0999755859376,665280,1119.550048828125,750.2000122070312,1029.7800048828126,1011.7024993896484,947.7649987792969,943.8122938812757
INDUSINDBK,1049.5999755859375,1058.0999755859375,1018.2000122070312,1024.4000244140625,4036016,1086.550048828125,923.7000122070312,1049.9150085449219,1005.9425079345704,983.4870043945313,986.1270511814805
TBOTEK,1629.699951171875,1648.0,1571.0999755859375,1617.4000244140625,70435,1845.550048828125,1450.0,1624.8700073242187,1605.2300048828124,1661.2310034179689,1639.8049216348618
RAMCOCEM,864.5582317076254,864.5582317076254,826.5238826689229,843.1951293945312,265730,1058.174161875729,826.5238826689229,880.1563049316406,889.0559478759766,934.8589184570312,946.186225265753
CESC,123.16353397225257,123.2506059813134,116.65221443404286,118.20989990234376,8386902,191.41943633872768,116.65221443404286,128.10264358520507,132.0016933441162,153.46652267456054,156.26924395952068
MEDANTA,1137.590459251362,1140.8392896490484,1077.2622022719113,1109.8004150390625,218504,1192.770614011186,996.0914527560648,1114.5838134765625,1080.008755493164,1083.2180908203125,1089.100597944416
ESCORTS,3010.81320279491,3048.062891408159,2898.417467110792,2932.882080078125,76926,3644.7409905762975,2898.417467110792,3166.1351806640623,3330.2630981445313,3336.6839990234375,3366.7182497118342
SAMMAANCAP,126.0999984741211,126.9499969482422,118.52999877929688,122.19000244140624,13062718,170.25,118.52999877929688,136.90599975585937,143.19400024414062,150.6421990966797,153.02803164622821
NUVOCO,329.6499938964844,331.3500061035156,307.75,311.70001220703125,301848,385.6499938964844,307.75,343.9199981689453,345.8449996948242,351.0370001220703,351.5377047179175
BASF,4230.337711950367,4312.859850469799,4084.866040170765,4130.03662109375,111144,6200.358594389983,4083.770174622613,4260.547802734375,4459.945361328125,5020.656943359375,5146.833199923156
NH,1325.8773881943464,1359.7475707294038,1297.893245621767,1325.129150390625,451066,1414.1693790240452,1235.190883261907,1358.7698974609375,1337.1283630371095,1314.5590307617188,1307.5508572938013
GODREJAGRO,738.3887064489131,738.3887064489131,692.9425819318373,697.6796264648438,157808,783.8348156008476,668.5664770608375,740.7572387695312,724.0615783691406,730.4432751464843,732.5167246333888
PAGEIND,41261.726403143846,41325.03705236829,40162.693101763085,40626.0,19326,49139.81489025204,40162.693101763085,43222.8078125,44050.4423828125,45765.229765625,45595.145491803276
CAMPUS,288.92556653791945,288.92556653791945,266.0107802262914,267.6048583984375,954034,336.3491857489296,254.3043122695716,275.30621337890625,273.4954467773438,286.3182611083984,285.757836513832
