Symbol,Open,High,Low,Close,Volume,High_52W,Low_52W,SMA_10,SMA_20,SMA_50,SMA_200
DCMSHRIRAM,1059.9820061899118,1088.0334053029046,1046.5531797903095,1078.8818359375,51466,1289.1199386331916,897.8413886131767,1046.1653198242188,1057.020281982422,1033.6516345214843,1069.6519890209236
FIVESTAR,792.0050146786535,826.8343131134429,786.2748745913276,811.2383422851562,2374389,826.8343131134429,592.9449497663902,725.9240356445313,716.8504821777344,707.2338122558593,702.7386510867884
CREDITACC,1110.0,1173.9000244140625,1107.050048828125,1168.0,817886,1173.9000244140625,750.2000122070312,1042.8249938964843,1006.0324981689453,977.3139990234375,951.8856418722927
INDUSINDBK,802.0,841.9000244140625,798.3499755859375,828.2000122070312,15639685,1086.550048828125,606.0,726.2050109863281,699.8050048828125,858.30400390625,916.532675563699
TBOTEK,1064.199951171875,1134.5,1046.800048828125,1100.199951171875,817300,1845.550048828125,996.0,1085.2249877929687,1150.9499816894531,1324.8529956054688,1485.3668309579982
RAMCOCEM,965.6836824297692,988.2447897209396,963.9366968641486,980.3084716796876,494833,1058.174161875729,786.842302621666,948.0441711425781,909.9598815917968,878.5610534667969,919.2460333191523
CESC,154.6074728827088,157.21973631817036,152.7692024925907,156.7166290283203,3579838,191.41943633872768,115.13322854629617,149.73898468017578,148.11599502563476,137.56524337768553,149.7986100451781
MEDANTA,1281.538658179076,1283.5379384570465,1244.5519730366225,1252.948974609375,184458,1298.33272503313,996.0914527560648,1249.465234375,1240.6659057617187,1194.9058813476563,1138.9563604675898
ESCORTS,3270.2187285279447,3365.7053740891856,3232.6208132711863,3351.183349609375,116353,3644.7409905762975,2810.092349166356,3183.932568359375,3197.795544433594,3095.119462890625,3252.1231145575493
SAMMAANCAP,120.9000015258789,125.58999633789062,119.1999969482422,124.98999786376952,13507399,170.25,97.61000061035156,112.50999908447265,112.46699943542481,117.89479949951172,137.23158324591003
NUVOCO,324.04998779296875,327.20001220703125,321.70001220703125,325.8999938964844,119065,385.6499938964844,287.5,316.2949981689453,314.53749694824216,318.53599853515624,335.95445478080524
BASF,4452.10628480343,4662.470452772745,4408.778477775954,4639.0634765625,45006,6200.358594389983,4048.958797001571,4448.94404296875,4453.478466796875,4420.514990234375,4875.020759204826
NH,1858.223549873613,1867.2024031797832,1808.0418094658896,1819.315185546875,582098,1867.2024031797832,1235.190883261907,1722.1640014648438,1692.7782409667968,1548.0002270507812,1421.5140066618967
GODREJAGRO,752.0077649163984,757.8797536054205,742.9283940279297,747.369384765625,239540,800.6118984817258,659.2404023551937,740.826318359375,748.5709075927734,737.2182543945313,734.0283221254255
PAGEIND,44510.35841712255,45450.12595787745,44386.70479333901,44980.2421875,14544,49139.81489025204,38431.54282002408,43183.762109375,42623.5552734375,41803.691484375,43953.072981126235
