Symbol,Open,High,Low,Close,Prev_Close,Volume,High_52W,Low_52W,SMA_10,SMA_20,SMA_50,SMA_200
DCMSHRIRAM,1119.594165825721,1119.594165825721,1075.960735093806,1083.69580078125,1112.1070556640625,81689,1289.1199386331916,1075.960735093806,1131.7669677734375,1141.6182972301137,1141.6182972301137,1141.6182972301137
FIVESTAR,647.8047675806432,650.4456390241813,630.3153960295924,633.105712890625,648.9010009765625,1885858,659.3647316772114,626.1298866713433,641.2674377441406,640.1630803888494,640.1630803888494,640.1630803888494
CREDITACC,938.0,946.9000244140624,926.5499877929688,933.2999877929688,938.0,317628,1015.0,858.7999877929688,929.375,925.8454534357244,925.8454534357244,925.8454534357244
INDUSINDBK,1000.0,1003.0499877929688,986.2999877929688,990.3499755859376,998.2000122070312,6258019,1022.0499877929688,979.0,998.1199890136719,998.1272638494319,998.1272638494319,998.1272638494319
TBOTEK,1503.5,1528.0,1492.699951171875,1524.050048828125,1519.4000244140625,127308,1635.0,1460.0999755859375,1544.635009765625,1542.4136408025568,1542.4136408025568,1542.4136408025568
RAMCOCEM,1017.2447558897976,1020.7886287709264,1008.3101602246828,1011.3049926757812,1020.2894897460938,302042,1046.743867163571,914.422181129502,1003.1091491699219,997.6739834872159,997.6739834872159,997.6739834872159
CESC,180.75892731889064,191.41943633872768,179.7821121783283,185.85906982421875,179.93238830566406,21098223,191.41943633872768,160.1517429590134,169.66260681152343,169.0088875510476,169.0088875510476,169.0088875510476
MEDANTA,1164.580854207567,1182.5743781352376,1152.58517158912,1174.877197265625,1157.3834228515625,310266,1182.5743781352376,1054.6703845955003,1116.0982666015625,1115.839266690341,1115.839266690341,1115.839266690341
ESCORTS,3410.283808624173,3504.363925020367,3410.283808624173,3494.351318359375,3408.30126953125,264216,3631.5061051323937,3351.149368616021,3505.553759765625,3503.2375710227275,3503.2375710227275,3503.2375710227275
SAMMAANCAP,163.5,166.39999389648438,160.0,161.02000427246094,162.75,7100114,170.25,155.19000244140625,164.68099822998047,163.87272505326703,163.87272505326703,163.87272505326703
NUVOCO,369.0,372.6000061035156,365.3500061035156,369.25,368.6499938964844,127067,372.6000061035156,332.6000061035156,355.38999938964844,353.8136346990412,353.8136346990412,353.8136346990412
BASF,5646.310599922237,5677.387291170327,5565.083605147619,5602.58447265625,5635.60302734375,46144,6200.358594389983,5478.77621027391,5731.701123046875,5720.361638849432,5720.361638849432,5720.361638849432
NH,1311.9102003327005,1341.7897793759316,1302.033437585665,1336.6519775390625,1307.5206298828125,318417,1341.7897793759316,1235.190883261907,1276.343994140625,1275.6955233487215,1275.6955233487215,1275.6955233487215
GODREJAGRO,756.9421716467127,767.6498692768735,752.0077376724838,759.90283203125,756.3500366210938,111952,775.1009470258016,702.6633848293793,744.3544372558594,741.9414950284091,741.9414950284091,741.9414950284091
PAGEIND,45443.28365694828,45936.11086219179,45260.91906960477,45449.9375,45291.5234375,26817,46133.25761133368,43768.534794652194,44891.46328125,44822.03409090909,44822.03409090909,44822.03409090909
CAMPUS,294.753895071292,307.85516882890107,293.0601813334059,300.881103515625,293.95684814453125,770728,307.85516882890107,254.3043122695716,285.4833618164063,283.2104519930753,283.2104519930753,283.2104519930753
LEMONTREE,136.13999938964844,138.4499969482422,134.64999389648438,137.82000732421875,135.1699981689453,5736519,138.4499969482422,122.26000213623048,131.23399963378907,130.6672723943537,130.6672723943537,130.6672723943537
SUNDARMFIN,4091.967796764344,4180.340796985656,4091.918342947946,4136.154296875,4091.371826171875,437744,4398.691301806444,3897.398034972494,4088.755322265625,4095.506036931818,4095.506036931818,4095.506036931818
PTCIL,11728.5,11798.0,11550.099609375,11600.2998046875,11694.7998046875,43383,12398.0,11550.099609375,11860.98505859375,11863.450017755682,11863.450017755682,11863.450017755682
GMRAIRPORT,84.3499984741211,85.27999877929688,84.08000183105469,84.5,84.02999877929688,7902560,85.27999877929688,76.8499984741211,82.71199951171874,82.38909079811789,82.38909079811789,82.38909079811789
BALKRISIND,2821.715916304628,2828.424585171492,2783.8491105311537,2789.51416015625,2821.7158203125,124949,2883.485168571481,2671.5408117133607,2775.03828125,2772.7943892045455,2772.7943892045455,2772.7943892045455
BIOCON,375.9972634552372,380.9905870070995,372.2522707913404,379.5425109863281,374.7489318847656,2246090,380.9905870070995,322.1692626411334,365.6061676025391,362.4653680974787,362.4653680974787,362.4653680974787
MAHSEAMLES,734.1264590311135,767.9258262569693,731.3180798563089,756.8892822265625,731.1210327148438,6358665,767.9258262569693,620.8049575400985,661.7189453125,658.9848965731534,658.9848965731534,658.9848965731534
SBICARD,722.8403369201767,723.5881027859562,714.2659793339086,715.2630004882812,722.2421264648438,385221,724.8343570455413,672.291354376553,705.462255859375,702.9361683238636,702.9361683238636,702.9361683238636
FSL,371.7271429776626,373.8535526506198,364.01268647994345,371.67767333984375,371.7271423339844,2546906,377.0184618711231,333.5011291636006,362.28685302734374,360.3173328746449,360.3173328746449,360.3173328746449
CHAMBLFERT,536.718925545941,540.0020355923857,529.8095957488208,531.8187255859375,534.1217651367188,1443824,540.0020355923857,446.3101760504029,503.08881225585935,498.6933316317472,498.6933316317472,498.6933316317472
LALPATHLAB,2958.1674868878013,3060.657228306976,2954.9445420898173,3042.509521484375,2960.64697265625,314751,3117.431017886967,2926.4836755589326,2996.848046875,2999.7009055397725,2999.7009055397725,2999.7009055397725
CANFINHOME,829.734670575491,829.734670575491,794.9969750370434,796.932373046875,829.2880249023438,1565730,860.8688383995516,794.9969750370434,816.5889709472656,817.8508966619319,817.8508966619319,817.8508966619319
APLAPOLLO,1566.5323636596863,1576.4477075067448,1554.5741013416734,1570.4188232421875,1562.8951416015625,316023,1582.4269470631125,1395.1306145888418,1514.2299926757812,1505.0560968572443,1505.0560968572443,1505.0560968572443
KPIL,1238.0708460324868,1274.9326870715138,1220.4585378641225,1261.3885498046875,1239.4599609375,600353,1274.9326870715138,1105.854525312595,1156.8508178710938,1152.9003351384943,1152.9003351384943,1152.9003351384943
AKUMS,613.0,635.0,608.75,624.2999877929688,608.9000244140625,381358,705.7000122070312,582.3499755859375,625.2,626.5545432350852,626.5545432350852,626.5545432350852
PETRONET,326.183106566044,329.75426051813787,322.9979898760657,324.1562194824219,326.0865783691406,1586555,332.9876390881582,308.5685614190396,322.2451629638672,321.34403575550425,321.34403575550425,321.34403575550425
HEROMOTOCO,4475.2939795526745,4535.884365856131,4434.980158564839,4449.0107421875,4463.18505859375,733835,4718.424905381831,4409.417347182379,4561.70615234375,4565.832341974432,4565.832341974432,4565.832341974432
PGEL,790.7014800122565,819.3388822702227,780.5059615586825,813.1416015625,776.1578979492188,1660585,824.6365303388351,669.2049911308566,736.23046875,731.4684781161221,731.4684781161221,731.4684781161221
FINPIPE,271.34489902850925,272.9184891126262,267.7551663456306,269.03369140625,270.4106140136719,280440,273.4102392680974,249.95398382519932,265.49314575195314,264.4515380859375,264.4515380859375,264.4515380859375
KARURVYSYA,198.0137437008038,202.056519265612,197.2711921619258,199.5070953369141,198.18701171875,2547361,202.1390430121777,174.82963755020148,194.3075912475586,192.5848721590909,192.5848721590909,192.5848721590909
HDFCAMC,4304.077949254815,4325.819834184209,4267.808403586608,4283.513671875,4276.74072265625,205227,4325.819834184209,4102.657658141857,4204.06953125,4198.740900213068,4198.740900213068,4198.740900213068
TRIVENI,435.7819386140845,448.7888789992165,435.4344190414304,445.7605590820313,444.6683654785156,1145866,454.39873165964633,358.18712452158024,404.6745147705078,401.391640403054,401.391640403054,401.391640403054
