Symbol,Open,High,Low,Close,Prev_Close,Volume,High_52W,Low_52W,SMA_10,SMA_20,SMA_50,SMA_200
DCMSHRIRAM,1040.63464187377,1052.3226949795996,1004.7746516464604,1013.1801147460938,1033.02490234375,32267,1289.1199386331916,897.8413886131767,984.7756530761719,1011.210562133789,1063.4212561035156,1077.8137166876543
FIVESTAR,670.027728974808,690.6064297464869,661.9557300997171,668.1841430664062,686.0721435546875,358158,817.1678147615331,624.1866246860128,706.6059875488281,701.3865783691406,710.4965087890625,702.1834234940378
CREDITACC,968.75,995.7000122070312,925.75,936.75,964.75,1055115,1119.550048828125,750.2000122070312,921.6950012207031,944.5574981689454,962.9769970703124,939.5039456016139
INDUSINDBK,895.0,913.3499755859376,881.0999755859375,900.5,936.75,16014401,1086.550048828125,881.0999755859375,985.2599914550781,1014.2800018310547,994.5250024414063,989.5513169138055
TBOTEK,1357.550048828125,1379.6500244140625,1305.0,1341.800048828125,1365.0,115967,1845.550048828125,1138.050048828125,1333.8200073242188,1447.4250122070312,1576.9520068359375,1590.188820286801
RAMCOCEM,873.4428697682864,879.1330634369112,858.1192743053219,861.6632080078125,870.1486206054688,189843,1058.174161875729,810.4515385255667,851.7453186035157,856.6094329833984,889.2026940917968,927.8010679546155
CESC,136.35063411344402,137.90831959952433,133.23527790425564,134.88003540039062,136.36032104492188,3538726,191.41943633872768,115.13322854629617,132.19035949707032,128.90035514831544,139.71454330444337,151.219197223061
MEDANTA,1231.3567489801628,1247.5008393016933,1200.5677844647682,1208.4649658203125,1225.7586669921875,183945,1259.746431090453,996.0914527560648,1206.5306762695313,1174.0548767089845,1107.2054467773437,1109.7663220857319
ESCORTS,2994.0534204479127,3014.7920242482624,2906.6733354230746,2916.07275390625,2994.99853515625,231262,3644.7409905762975,2810.092349166356,2948.7370849609374,2993.740832519531,3236.9472314453124,3288.7024793122946
SAMMAANCAP,117.0,117.5999984741211,111.0999984741211,111.66999816894533,116.83999633789062,8299205,170.25,103.8499984741211,113.6719985961914,119.58949928283691,138.28739974975585,145.7151305550023
NUVOCO,317.45001220703125,317.8999938964844,304.5,305.75,317.8999938964844,56276,385.6499938964844,296.6000061035156,312.85499877929686,318.9649993896484,337.9259997558594,344.33157870644015
BASF,4759.086251500556,4828.809155980472,4641.553355377268,4666.40478515625,4762.77197265625,21783,6200.358594389983,4048.958797001571,4467.271142578125,4392.764794921875,4673.82431640625,5007.601453279194
NH,1571.3990462017323,1625.0726838910944,1569.154332908128,1579.3802490234375,1562.52001953125,1591042,1688.523285116922,1235.190883261907,1526.684423828125,1444.4082092285157,1369.49564453125,1340.5467657791942
GODREJAGRO,750.1820532383366,764.7386340840646,732.5167547621462,735.6748046875,751.4156494140625,140028,783.8348156008476,668.5664770608375,734.3276733398437,724.8239501953125,725.9154431152343,731.2305265727796
PAGEIND,39767.001384970325,39953.61786943139,39200.81468400944,39448.9140625,39635.58203125,13944,49139.81093343267,39020.137335593005,40355.271484375,40772.2810546875,43704.61953125,44582.15398848684
CAMPUS,264.70804515424857,265.207494296049,253.72016403463823,259.0143127441406,263.9588623046875,645328,336.3491857489296,236.58906418019023,264.20859375,269.10341339111324,277.25561767578125,282.0882632606908
LEMONTREE,130.75,131.7899932861328,126.16000366210938,127.06999969482422,129.00999450683594,2944037,162.39999389648438,117.51000213623048,126.79099807739257,128.95200004577637,137.5208006286621,138.9031581878662
SUNDARMFIN,4412.025032452123,4505.743313810039,4329.361809496474,4386.52880859375,4417.7021484375,59552,4870.59336574798,3897.398034972494,4472.249658203125,4515.56806640625,4492.509306640625,4405.220401161595
PTCIL,12500.0,12890.25,12050.0,12237.2001953125,12276.4501953125,24868,17995.0,9756.2998046875,10987.344921875,11668.88740234375,13862.0309765625,13213.740786903783
GMRAIRPORT,72.9000015258789,74.18000030517578,71.3499984741211,71.79000091552734,72.81999969482422,5552361,87.19000244140625,67.75,71.16499938964844,71.24799995422363,73.18379959106446,76.23092079162598
BALKRISIND,2567.606662720273,2587.8617548092125,2523.165210938982,2543.91796875,2547.650390625,322788,2910.0714375171096,2463.2962180511618,2582.1534423828125,2616.96513671875,2682.495576171875,2721.1825497275904
BIOCON,334.5526819525187,336.6498839646017,326.06403181342495,327.7118225097656,333.2544250488281,1955824,404.1596339212172,290.61144213644866,319.16326599121095,333.58897552490237,358.98901611328125,358.22892801385177
MAHSEAMLES,641.5477011134518,649.82512443452,623.7119005680406,629.6243286132812,643.9619750976562,177321,802.4149835129148,571.7318074099492,624.9091552734375,618.4005523681641,635.9171081542969,657.9196913869757
SBICARD,834.7999877929688,853.6500244140625,833.3499755859375,843.25,834.7999877929688,2287110,869.4024369724971,661.0748318097311,839.6700012207032,837.5893463134765,786.8587963867187,758.3118093390214
FSL,353.95001220703125,354.5,336.70001220703125,340.04998779296875,353.29998779296875,1761266,417.6676222027154,314.90733128757057,353.2999969482422,352.89683532714844,358.7929400634766,360.40231644479854
CHAMBLFERT,561.2198989112732,572.9313284105323,559.1127891009635,562.5919189453125,559.798828125,1426689,577.0475103098505,443.3210692627492,547.3817138671875,538.0272369384766,507.12559509277344,506.1397026463559
LALPATHLAB,2496.2320764197075,2611.659789313092,2476.7041093621147,2587.75927734375,2477.74755859375,400133,3180.3031078050976,2279.2893119943133,2429.6136962890623,2531.605578613281,2720.474228515625,2814.2542114257812
CANFINHOME,629.7944229958455,640.0668924106496,615.353478479337,617.983642578125,624.8815307617188,607679,860.8688383995516,554.3143886333596,592.35712890625,599.733920288086,648.2729028320313,696.5311785246197
APLAPOLLO,1453.1779957026076,1468.8732149258656,1416.9544505863305,1429.6102294921875,1453.1781005859375,372580,1640.0757767959683,1268.273373337516,1444.7574340820313,1410.3176391601562,1475.523056640625,1497.327248021176
