Symbol,Open,High,Low,Close,Volume,High_52W,Low_52W,SMA_10,SMA_20,SMA_50,SMA_200
DCMSHRIRAM,1174.390739874705,1196.1295328899307,1166.4132190217504,1192.5396728515625,56224,1494.37993821498,897.8413886131767,1185.270166015625,1218.7408447265625,1278.9199340820312,1141.8553540039063
FIVESTAR,536.0999755859375,537.5499877929688,527.0,533.9500122070312,548412,847.0641819873257,501.0,527.1449951171875,531.9699981689453,568.9799597167969,683.7335083007813
CREDITACC,1398.0,1417.699951171875,1380.0,1410.9000244140625,238288,1430.0,750.2000122070312,1376.7400024414062,1351.5699890136718,1331.012001953125,1126.2160006713866
INDUSINDBK,743.2000122070312,758.9500122070312,741.75,747.4000244140625,4112610,1086.550048828125,606.0,737.7700073242188,741.432504272461,767.8450024414062,844.475751953125
TBOTEK,1545.0,1610.0,1530.0,1600.5,162637,1845.550048828125,996.0,1561.639990234375,1574.139990234375,1476.32599609375,1407.324500732422
RAMCOCEM,993.0,1004.7999877929688,977.3499755859376,989.75,476896,1206.917514912965,786.842302621666,1017.7950012207032,1033.5625091552733,1079.6686706542969,987.8418991088868
CESC,157.8969941217877,161.25424150287512,157.87763986596516,160.92529296875,2015134,191.41943633872768,115.13322854629617,160.1038803100586,158.19063568115234,158.8614080810547,154.61247035980224
MEDANTA,1304.0,1334.699951171875,1303.0,1328.800048828125,160002,1455.975933269256,996.0914527560648,1321.6099853515625,1343.639990234375,1355.5461450195312,1218.1697772216796
ESCORTS,3670.0,3671.89990234375,3557.39990234375,3569.5,132338,4180.0,2761.5532979782647,3604.72001953125,3655.630017089844,3552.1400146484375,3332.5808728027346
SAMMAANCAP,168.0,169.3000030517578,159.02999877929688,165.02999877929688,102796489,170.25,97.61000061035156,147.86600341796876,142.32850189208983,131.656201171875,130.10854999542235
NUVOCO,422.1000061035156,429.6499938964844,417.0,424.3500061035156,258244,477.5,287.5,434.3300018310547,439.2325027465821,441.5710015869141,366.1232502746582
