Symbol,Open,High,Low,Close,Volume,High_52W,Low_52W,SMA_10,SMA_20,SMA_50,SMA_200
DCMSHRIRAM,982.7911987304688,982.7911987304688,982.7911987304688,982.7911987304688,0,1289.1199386331916,897.8413886131767,1009.3404724121094,996.7049346923828,1052.1111779785156,1072.7709290304301
FIVESTAR,664.9453735351562,664.9453735351562,664.9453735351562,664.9453735351562,0,817.1678147615331,624.1866246860128,671.7667358398437,688.279507446289,698.3177185058594,699.2542483482832
CREDITACC,919.5499877929688,919.5499877929688,919.5499877929688,919.5499877929688,0,1119.550048828125,750.2000122070312,932.6799987792969,922.3624969482422,963.7689965820313,938.516047724971
INDUSINDBK,677.4000244140625,677.4000244140625,677.4000244140625,677.4000244140625,0,1086.550048828125,606.0,813.6200012207031,920.9975006103516,964.1040026855469,970.0456806700906
TBOTEK,1190.449951171875,1190.449951171875,1190.449951171875,1190.449951171875,0,1845.550048828125,1138.050048828125,1278.0549926757812,1348.7475036621095,1522.9270068359374,1567.938892505787
RAMCOCEM,829.8680419921875,829.8680419921875,829.8680419921875,829.8680419921875,0,1058.174161875729,786.842302621666,844.2732055664062,846.364599609375,874.8983728027343,921.5389102888696
CESC,135.43150329589844,135.43150329589844,135.43150329589844,135.43150329589844,0,191.41943633872768,115.13322854629617,135.05031127929686,131.74579162597655,135.86300338745116,150.2140705438308
MEDANTA,1179.725341796875,1179.725341796875,1179.725341796875,1179.725341796875,0,1259.746431090453,996.0914527560648,1197.0191162109375,1189.3068908691407,1115.9802905273436,1113.8428924937307
ESCORTS,2945.912353515625,2945.912353515625,2945.912353515625,2945.912353515625,0,3644.7409905762975,2810.092349166356,2950.4180908203125,2956.9355224609376,3197.3367431640627,3265.5373294029705
SAMMAANCAP,105.11000061035156,105.11000061035156,105.11000061035156,105.11000061035156,0,170.25,103.8499984741211,111.1619987487793,113.8169994354248,133.27439987182618,143.3462952978817
NUVOCO,288.75,288.75,288.75,288.75,0,385.6499938964844,287.5,303.5450012207031,309.8425003051758,332.09600036621094,341.24259251724055
BASF,4518.79150390625,4518.79150390625,4518.79150390625,4518.79150390625,0,6200.358594389983,4048.958797001571,4567.43310546875,4467.535107421875,4580.9892578125,4979.105275848766
NH,1574.4420166015625,1574.4420166015625,1574.4420166015625,1574.4420166015625,0,1688.523285116922,1235.190883261907,1571.0150268554687,1497.8373779296876,1396.3673583984375,1354.535183376736
GODREJAGRO,715.3448486328125,715.3448486328125,715.3448486328125,715.3448486328125,0,783.8348156008476,668.5664770608375,731.9887329101563,724.0961090087891,724.1943103027344,730.4375602816358
PAGEIND,39926.95703125,39926.95703125,39926.95703125,39926.95703125,0,49139.81489025204,38431.54282002408,39827.421875,40274.26953125,42955.888515625,44281.348958333336
CAMPUS,243.1318359375,243.1318359375,243.1318359375,243.1318359375,0,336.3491857489296,236.58906418019023,254.54425354003905,262.1458679199219,270.8102185058594,279.92772081163196
LEMONTREE,128.52000427246094,128.52000427246094,128.52000427246094,128.52000427246094,0,162.39999389648438,117.51000213623048,127.78600006103515,127.83100090026855,134.69820083618163,138.20679059440707
SUNDARMFIN,4727.09130859375,4727.09130859375,4727.09130859375,4727.09130859375,0,4870.59336574798,3897.398034972494,4548.334619140625,4558.26416015625,4517.48078125,4419.294680748457
PTCIL,12362.4501953125,12362.4501953125,12362.4501953125,12362.4501953125,0,17995.0,9756.2998046875,11988.1150390625,11250.12744140625,13685.40599609375,13155.046296296296
GMRAIRPORT,74.16999816894531,74.16999816894531,74.16999816894531,74.16999816894531,0,87.19000244140625,67.75,73.40699996948243,71.7314998626709,72.77299972534179,76.09814792209201
BALKRISIND,2517.143310546875,2517.143310546875,2517.143310546875,2517.143310546875,0,2910.071188737346,2463.295978939416,2521.20927734375,2587.884069824219,2651.3751025390625,2708.444396219136
BIOCON,332.8050231933594,332.8050231933594,332.8050231933594,332.8050231933594,0,404.1596339212172,290.61144213644866,327.36729125976564,325.5896697998047,355.17012084960936,356.3796782316985
MAHSEAMLES,663.2266235351562,663.2266235351562,663.2266235351562,663.2266235351562,0,802.4149835129148,571.7318074099492,641.6019165039063,629.7203887939453,628.8970837402344,657.5885175540124
SBICARD,843.0,843.0,843.0,843.0,0,869.4024369724971,661.0748318097311,838.5549926757812,841.7578002929688,800.8952209472657,763.2283634138696
FSL,279.0,279.0,279.0,279.0,0,417.6676222027154,275.25,326.26499633789064,339.860090637207,350.262021484375,356.65896342713154
CHAMBLFERT,567.3451538085938,567.3451538085938,567.3451538085938,567.3451538085938,0,577.0475103098505,443.3210692627492,555.9521667480469,546.6932342529296,514.1720831298828,509.2983334388262
LALPATHLAB,2527.38671875,2527.38671875,2527.38671875,2527.38671875,0,3180.3033550878404,2279.2893119943133,2493.6579345703126,2494.6716186523436,2674.665791015625,2795.896083502122
CANFINHOME,620.812255859375,620.812255859375,620.812255859375,620.812255859375,0,860.8688383995516,554.3143886333596,607.61689453125,597.8903350830078,636.9573449707032,691.1274949062017
APLAPOLLO,1406.490966796875,1406.490966796875,1406.490966796875,1406.490966796875,0,1640.0757767959683,1268.273373337516,1425.4049682617188,1422.5673828125,1457.5487939453126,1491.6038094979745
KPIL,868.212385744611,938.6616193307452,868.212385744611,897.6820068359375,484927,1342.355503471496,814.928937347487,881.8457824707032,890.6916229248047,1004.1247998046875,1092.8622278284145
AKUMS,506.0,522.5999755859375,506.0,518.25,200362,705.7000122070312,432.6000061035156,506.5550048828125,497.62500457763673,549.5880010986328,574.4864211847753
PETRONET,274.2080993652344,274.2080993652344,274.2080993652344,274.2080993652344,0,337.3309430259406,260.40596465252395,274.05365295410155,278.80475158691405,293.6989501953125,305.5901783130787
HEROMOTOCO,3441.068115234375,3441.068115234375,3441.068115234375,3441.068115234375,0,4718.424905381831,3410.0373280826952,3523.122412109375,3640.2685668945314,3840.6196923828124,4027.631419994213
PGEL,834.9319458007812,834.9319458007812,834.9319458007812,834.9319458007812,0,1053.7354579475011,596.7869142657677,858.4166198730469,829.369418334961,821.7307873535157,841.5117835527585
FINPIPE,165.01979064941406,165.01979064941406,165.01979064941406,165.01979064941406,0,273.9511510698855,164.04614509390746,172.51595611572264,175.24808807373046,192.22961853027343,216.13505045572916
KARURVYSYA,162.96531677246094,162.96531677246094,162.96531677246094,162.96531677246094,0,202.96409079866305,153.08937313269632,162.9059066772461,168.7691780090332,178.9095458984375,182.8603990342882
HDFCAMC,3677.6337890625,3677.6337890625,3677.6337890625,3677.6337890625,0,4495.583954842504,3497.4158867437145,3705.5597900390626,3693.7955932617188,3769.1818408203126,3948.055926287616
TRIVENI,364.2438049316406,364.2438049316406,364.2438049316406,364.2438049316406,0,532.1921103038593,336.2937882141062,363.8416717529297,364.6384704589844,378.5295788574219,401.63428713951583
APLLTD,812.9616088867188,812.9616088867188,812.9616088867188,812.9616088867188,0,1111.5913747847176,717.2260087371483,807.1116333007812,794.4721588134765,882.4816772460938,949.101707175926
MRF,105248.3671875,105248.3671875,105248.3671875,105248.3671875,0,133290.64732306203,101966.68068079263,105814.24609375,106828.428125,110697.49296875,117550.64766589506
OLAELEC,46.93000030517578,46.93000030517578,46.93000030517578,46.93000030517578,0,102.5,46.400001525878906,52.59699935913086,55.932499694824216,65.31440010070801,74.73703723483615
ALKEM,4810.23828125,4810.23828125,4810.23828125,4810.23828125,0,5696.544137485727,4484.274290497364,4722.063330078125,4687.7647705078125,4909.79912109375,5120.662350501543
GRAVITA,1578.073974609375,1578.073974609375,1578.073974609375,1578.073974609375,0,2466.603566854067,1429.2217419898682,1631.46552734375,1651.45869140625,1883.7859790039063,2011.974008065683
TATACOMM,1480.4990234375,1480.4990234375,1480.4990234375,1480.4990234375,0,1834.4158607229397,1272.0114027814873,1415.9870971679688,1414.491925048828,1525.4431420898438,1607.720272111304
TRIDENT,23.65748786926269,23.65748786926269,23.65748786926269,23.65748786926269,0,39.593297365759504,23.53929809639165,24.570497894287108,25.65783624649048,28.44611064910889,30.486669658142844
MANKIND,2170.094482421875,2170.094482421875,2170.094482421875,2170.094482421875,0,3053.5964301796143,2131.4597469374926,2233.27958984375,2282.4827392578127,2451.9234423828125,2556.478024329668
POONAWALLA,289.6499938964844,289.6499938964844,289.6499938964844,289.6499938964844,0,377.0,267.20001220703125,285.26000061035154,284.6125015258789,300.7820013427734,316.06234703534915
NAVINFLUOR,4128.140625,4128.140625,4128.140625,4128.140625,0,4288.288693368268,3172.0401913620794,4076.6650390625,4003.4088745117188,3922.5926416015627,3735.700327932099
AAVAS,1909.9000244140625,1909.9000244140625,1909.9000244140625,1909.9000244140625,0,1924.0,1622.050048828125,1781.5699951171875,1734.077490234375,1706.0069897460937,1692.2611068913966
KAJARIACER,861.72509765625,861.72509765625,861.72509765625,861.72509765625,0,1231.3398985911783,823.0058506173673,865.5574157714843,864.5102111816407,944.6089636230469,1027.0864687319156
COROMANDEL,1881.7027587890625,1881.7027587890625,1881.7027587890625,1881.7027587890625,0,1964.1211196944344,1589.9608702200394,1754.9841186523438,1721.4689331054688,1785.700712890625,1794.7420217255014
LUPIN,1979.5380859375,1979.5380859375,1979.5380859375,1979.5380859375,0,2388.0473251603485,1848.006249546158,1979.4039428710937,1956.3001525878906,2049.3618408203124,2084.476809654707
CHALET,761.0068969726562,761.0068969726562,761.0068969726562,761.0068969726562,0,1051.28527305968,633.3483540596309,771.6900756835937,741.5634521484375,769.8700988769531,837.0615505642361
MARICO,601.558349609375,601.558349609375,601.558349609375,601.558349609375,0,725.7725083037013,572.1512228442679,596.6769958496094,605.9422088623047,632.6199621582032,630.0890563211324
JYOTICNC,1018.25,1018.25,1018.25,1018.25,0,1504.300048828125,750.0999755859375,952.7900024414063,906.2375030517578,1050.395997314453,1154.127779736931
UTIAMC,892.4218139648438,892.4218139648438,892.4218139648438,892.4218139648438,0,1357.8102563520576,875.4449560110853,910.4482543945312,916.4989807128907,1018.4336572265624,1115.7262701340665
FLUOROCHEM,3845.612548828125,3845.612548828125,3845.612548828125,3845.612548828125,0,4531.171201493764,3262.423228060213,3771.491064453125,3715.8974853515624,3709.843759765625,3895.51941370081
SUNTV,561.4725952148438,561.4725952148438,561.4725952148438,561.4725952148438,0,764.4036761601984,538.5393264879209,558.5765014648438,562.8008117675781,598.0678186035157,640.4677561065297
COLPAL,2332.663330078125,2332.663330078125,2332.663330078125,2332.663330078125,0,3048.5612322262546,2300.856508921197,2371.91767578125,2394.872412109375,2545.7032568359373,2628.638729142554
METROPOLIS,1601.9315185546875,1601.9315185546875,1601.9315185546875,1601.9315185546875,0,2244.849708880305,1524.4420741433094,1625.1384399414062,1632.418359375,1751.3350244140624,1888.2698401933835
INOXWIND,160.61000061035156,160.61000061035156,160.61000061035156,160.61000061035156,0,213.8300018310547,130.32000732421875,160.30700073242187,162.06650009155274,162.40859954833985,173.77728384512443
